lemma,sense1,sense2,distLEX,distMW,distOpti,syn1,syn2
trip,PWN-trip-n-4,PWN-trip-n-2,1,2,0.0888888888888889,07288385-n,14378311-n
trip,PWN-trip-n-3,PWN-trip-n-2,1,3,0.116666666666667,07317519-n,14378311-n
well,PWN-well-v-1,PWN-well-n-1,4,18,0.633333333333333,01991204-v,04572344-n
well,PWN-well-v-1,PWN-well-n-5,12,18,0.9,01991204-v,04572559-n
well,PWN-well-v-1,PWN-well-n-4,6,18,0.7,01991204-v,04572800-n
well,PWN-well-v-1,PWN-well-n-2,5,18,0.666666666666667,01991204-v,04572935-n
well,PWN-well-v-1,PWN-well-n-3,5,18,0.666666666666667,01991204-v,06675979-n
well,PWN-well-n-1,PWN-well-n-5,8,3,0.35,04572344-n,04572559-n
well,PWN-well-n-1,PWN-well-n-4,2,3,0.15,04572344-n,04572800-n
well,PWN-well-n-1,PWN-well-n-2,1,6,0.2,04572344-n,04572935-n
well,PWN-well-n-1,PWN-well-n-3,1,3,0.116666666666667,04572344-n,06675979-n
well,PWN-well-n-5,PWN-well-n-4,6,2,0.255555555555556,04572559-n,04572800-n
well,PWN-well-n-5,PWN-well-n-2,9,9,0.55,04572559-n,04572935-n
well,PWN-well-n-5,PWN-well-n-3,7,4,0.344444444444444,04572559-n,06675979-n
well,PWN-well-n-4,PWN-well-n-2,3,9,0.35,04572800-n,04572935-n
well,PWN-well-n-4,PWN-well-n-3,1,4,0.144444444444444,04572800-n,06675979-n
well,PWN-well-n-2,PWN-well-n-3,2,9,0.316666666666667,04572935-n,06675979-n
