lemma,sense1,sense2,distLEX,distMW,distOpti,syn1,syn2
bark,PWN-bark-v-5,PWN-bark-n-4,15,18,1,00511763-v,07376621-n
bark,PWN-bark-v-5,PWN-bark-n-2,15,18,1,00511763-v,07376731-n
bark,PWN-bark-v-5,PWN-bark-n-1,2,3,0.15,00511763-v,13162297-n
bark,PWN-bark-v-1,PWN-bark-v-4,1,2,0.0888888888888889,01047596-v,01047745-v
bark,PWN-bark-v-1,PWN-bark-v-3,15,18,1,01047596-v,01263784-v
bark,PWN-bark-v-1,PWN-bark-v-2,15,18,1,01047596-v,01263904-v
bark,PWN-bark-v-1,PWN-bark-n-3,15,18,1,01047596-v,02793199-n
bark,PWN-bark-v-1,PWN-bark-n-4,2,3,0.15,01047596-v,07376621-n
bark,PWN-bark-v-1,PWN-bark-n-2,1,1,0.0611111111111111,01047596-v,07376731-n
bark,PWN-bark-v-1,PWN-bark-n-1,15,18,1,01047596-v,13162297-n
bark,PWN-bark-v-4,PWN-bark-v-3,15,18,1,01047745-v,01263784-v
bark,PWN-bark-v-4,PWN-bark-v-2,15,18,1,01047745-v,01263904-v
bark,PWN-bark-v-4,PWN-bark-n-3,15,18,1,01047745-v,02793199-n
bark,PWN-bark-v-4,PWN-bark-n-4,1,1,0.0611111111111111,01047745-v,07376621-n
bark,PWN-bark-v-4,PWN-bark-n-2,2,3,0.15,01047745-v,07376731-n
bark,PWN-bark-v-4,PWN-bark-n-1,15,18,1,01047745-v,13162297-n
bark,PWN-bark-v-3,PWN-bark-v-2,2,2,0.122222222222222,01263784-v,01263904-v
bark,PWN-bark-v-3,PWN-bark-n-3,15,18,1,01263784-v,02793199-n
bark,PWN-bark-v-3,PWN-bark-n-4,15,18,1,01263784-v,07376621-n
bark,PWN-bark-v-3,PWN-bark-n-2,15,18,1,01263784-v,07376731-n
bark,PWN-bark-v-3,PWN-bark-n-1,1,1,0.0611111111111111,01263784-v,13162297-n
bark,PWN-bark-v-2,PWN-bark-n-3,15,18,1,01263904-v,02793199-n
bark,PWN-bark-v-2,PWN-bark-n-4,15,18,1,01263904-v,07376621-n
bark,PWN-bark-v-2,PWN-bark-n-2,15,18,1,01263904-v,07376731-n
bark,PWN-bark-v-2,PWN-bark-n-1,1,1,0.0611111111111111,01263904-v,13162297-n
bark,PWN-bark-n-3,PWN-bark-n-4,15,18,1,02793199-n,07376621-n
bark,PWN-bark-n-3,PWN-bark-n-2,15,18,1,02793199-n,07376731-n
bark,PWN-bark-n-3,PWN-bark-n-1,15,18,1,02793199-n,13162297-n
bark,PWN-bark-n-4,PWN-bark-n-2,1,2,0.0888888888888889,07376621-n,07376731-n
bark,PWN-bark-n-4,PWN-bark-n-1,15,18,1,07376621-n,13162297-n
bark,PWN-bark-n-2,PWN-bark-n-1,15,18,1,07376731-n,13162297-n
bat,PWN-bat-v-2,PWN-bat-n-2,15,18,1,00008195-v,00458456-n
bat,PWN-bat-v-2,PWN-bat-v-5,15,18,1,00008195-v,01412912-v
bat,PWN-bat-v-2,PWN-bat-v-1,15,18,1,00008195-v,01413173-v
bat,PWN-bat-v-2,PWN-bat-v-4,15,18,1,00008195-v,01413436-v
bat,PWN-bat-v-2,PWN-bat-v-3,15,18,1,00008195-v,01413561-v
bat,PWN-bat-v-2,PWN-bat-n-1,15,18,1,00008195-v,02139199-n
bat,PWN-bat-v-2,PWN-bat-n-5,15,18,1,00008195-v,02806379-n
bat,PWN-bat-v-2,PWN-bat-n-4,15,18,1,00008195-v,03132076-n
bat,PWN-bat-v-2,PWN-bat-n-3,15,18,1,00008195-v,04292414-n
bat,PWN-bat-n-2,PWN-bat-v-5,8,10,0.544444444444445,00458456-n,01412912-v
bat,PWN-bat-n-2,PWN-bat-v-1,2,4,0.177777777777778,00458456-n,01413173-v
bat,PWN-bat-n-2,PWN-bat-v-4,5,5,0.305555555555556,00458456-n,01413436-v
bat,PWN-bat-n-2,PWN-bat-v-3,5,6,0.333333333333333,00458456-n,01413561-v
bat,PWN-bat-n-2,PWN-bat-n-1,15,18,1,00458456-n,02139199-n
bat,PWN-bat-n-2,PWN-bat-n-5,1,3,0.116666666666667,00458456-n,02806379-n
bat,PWN-bat-n-2,PWN-bat-n-4,1,3,0.116666666666667,00458456-n,03132076-n
bat,PWN-bat-n-2,PWN-bat-n-3,3,5,0.238888888888889,00458456-n,04292414-n
bat,PWN-bat-v-5,PWN-bat-v-1,6,6,0.366666666666667,01412912-v,01413173-v
bat,PWN-bat-v-5,PWN-bat-v-4,11,7,0.561111111111111,01412912-v,01413436-v
bat,PWN-bat-v-5,PWN-bat-v-3,11,8,0.588888888888889,01412912-v,01413561-v
bat,PWN-bat-v-5,PWN-bat-n-1,15,18,1,01412912-v,02139199-n
bat,PWN-bat-v-5,PWN-bat-n-5,7,7,0.427777777777778,01412912-v,02806379-n
bat,PWN-bat-v-5,PWN-bat-n-4,7,7,0.427777777777778,01412912-v,03132076-n
bat,PWN-bat-v-5,PWN-bat-n-3,7,7,0.427777777777778,01412912-v,04292414-n
bat,PWN-bat-v-1,PWN-bat-v-4,5,1,0.194444444444444,01413173-v,01413436-v
bat,PWN-bat-v-1,PWN-bat-v-3,5,2,0.222222222222222,01413173-v,01413561-v
bat,PWN-bat-v-1,PWN-bat-n-1,15,18,1,01413173-v,02139199-n
bat,PWN-bat-v-1,PWN-bat-n-5,1,1,0.0611111111111111,01413173-v,02806379-n
bat,PWN-bat-v-1,PWN-bat-n-4,1,1,0.0611111111111111,01413173-v,03132076-n
bat,PWN-bat-v-1,PWN-bat-n-3,1,1,0.0611111111111111,01413173-v,04292414-n
bat,PWN-bat-v-4,PWN-bat-v-3,0,2,0.0555555555555555,01413436-v,01413561-v
bat,PWN-bat-v-4,PWN-bat-n-1,15,18,1,01413436-v,02139199-n
bat,PWN-bat-v-4,PWN-bat-n-5,4,2,0.188888888888889,01413436-v,02806379-n
bat,PWN-bat-v-4,PWN-bat-n-4,4,2,0.188888888888889,01413436-v,03132076-n
bat,PWN-bat-v-4,PWN-bat-n-3,6,2,0.255555555555556,01413436-v,04292414-n
bat,PWN-bat-v-3,PWN-bat-n-1,15,18,1,01413561-v,02139199-n
bat,PWN-bat-v-3,PWN-bat-n-5,4,3,0.216666666666667,01413561-v,02806379-n
bat,PWN-bat-v-3,PWN-bat-n-4,4,3,0.216666666666667,01413561-v,03132076-n
bat,PWN-bat-v-3,PWN-bat-n-3,6,3,0.283333333333333,01413561-v,04292414-n
bat,PWN-bat-n-1,PWN-bat-n-5,15,18,1,02139199-n,02806379-n
bat,PWN-bat-n-1,PWN-bat-n-4,15,18,1,02139199-n,03132076-n
bat,PWN-bat-n-1,PWN-bat-n-3,15,18,1,02139199-n,04292414-n
bat,PWN-bat-n-5,PWN-bat-n-4,0,0,0,02806379-n,03132076-n
bat,PWN-bat-n-5,PWN-bat-n-3,2,2,0.122222222222222,02806379-n,04292414-n
bat,PWN-bat-n-4,PWN-bat-n-3,2,2,0.122222222222222,03132076-n,04292414-n
can,PWN-can-v-1,PWN-can-v-2,1,2,0.0888888888888889,00213794-v,02402825-v
can,PWN-can-v-1,PWN-can-n-1,4,6,0.3,00213794-v,02946921-n
can,PWN-can-v-1,PWN-can-n-6,6,8,0.422222222222222,00213794-v,04446276-n
can,PWN-can-v-1,PWN-can-n-5,6,8,0.422222222222222,00213794-v,04446521-n
can,PWN-can-v-1,PWN-can-n-4,12,6,0.566666666666667,00213794-v,05559256-n
can,PWN-can-v-1,PWN-can-n-3,10,12,0.666666666666667,00213794-v,07266776-n
can,PWN-can-v-1,PWN-can-n-2,5,6,0.333333333333333,00213794-v,13765990-n
can,PWN-can-v-2,PWN-can-n-1,5,6,0.333333333333333,02402825-v,02946921-n
can,PWN-can-v-2,PWN-can-n-6,7,8,0.455555555555556,02402825-v,04446276-n
can,PWN-can-v-2,PWN-can-n-5,7,8,0.455555555555556,02402825-v,04446521-n
can,PWN-can-v-2,PWN-can-n-4,13,6,0.6,02402825-v,05559256-n
can,PWN-can-v-2,PWN-can-n-3,11,12,0.7,02402825-v,07266776-n
can,PWN-can-v-2,PWN-can-n-2,6,6,0.366666666666667,02402825-v,13765990-n
can,PWN-can-n-1,PWN-can-n-6,2,4,0.177777777777778,02946921-n,04446276-n
can,PWN-can-n-1,PWN-can-n-5,2,4,0.177777777777778,02946921-n,04446521-n
can,PWN-can-n-1,PWN-can-n-4,8,2,0.322222222222222,02946921-n,05559256-n
can,PWN-can-n-1,PWN-can-n-3,6,6,0.366666666666667,02946921-n,07266776-n
can,PWN-can-n-1,PWN-can-n-2,1,0,0.0333333333333333,02946921-n,13765990-n
can,PWN-can-n-6,PWN-can-n-5,0,2,0.0555555555555555,04446276-n,04446521-n
can,PWN-can-n-6,PWN-can-n-4,6,2,0.255555555555556,04446276-n,05559256-n
can,PWN-can-n-6,PWN-can-n-3,8,10,0.544444444444445,04446276-n,07266776-n
can,PWN-can-n-6,PWN-can-n-2,3,4,0.211111111111111,04446276-n,13765990-n
can,PWN-can-n-5,PWN-can-n-4,6,2,0.255555555555556,04446521-n,05559256-n
can,PWN-can-n-5,PWN-can-n-3,8,10,0.544444444444445,04446521-n,07266776-n
can,PWN-can-n-5,PWN-can-n-2,3,4,0.211111111111111,04446521-n,13765990-n
can,PWN-can-n-4,PWN-can-n-3,14,8,0.688888888888889,05559256-n,07266776-n
can,PWN-can-n-4,PWN-can-n-2,9,2,0.355555555555556,05559256-n,13765990-n
can,PWN-can-n-3,PWN-can-n-2,7,6,0.4,07266776-n,13765990-n
clip,PWN-clip-n-6,PWN-clip-v-5,15,5,0.638888888888889,00133234-n,00292877-v
clip,PWN-clip-n-6,PWN-clip-n-5,2,1,0.0944444444444444,00133234-n,00359614-n
clip,PWN-clip-n-6,PWN-clip-v-4,3,2,0.155555555555556,00133234-n,01321002-v
clip,PWN-clip-n-6,PWN-clip-v-3,15,18,1,00133234-n,01367616-v
clip,PWN-clip-n-6,PWN-clip-v-1,3,2,0.155555555555556,00133234-n,01456463-v
clip,PWN-clip-n-6,PWN-clip-v-2,6,18,0.7,00133234-n,01901447-v
clip,PWN-clip-n-6,PWN-clip-n-1,15,18,1,00133234-n,02973017-n
clip,PWN-clip-n-6,PWN-clip-n-3,15,18,1,00133234-n,03043958-n
clip,PWN-clip-n-6,PWN-clip-n-4,15,18,1,00133234-n,03044166-n
clip,PWN-clip-n-6,PWN-clip-n-2,4,2,0.188888888888889,00133234-n,07309599-n
clip,PWN-clip-v-5,PWN-clip-n-5,15,4,0.611111111111111,00292877-v,00359614-n
clip,PWN-clip-v-5,PWN-clip-v-4,15,3,0.583333333333333,00292877-v,01321002-v
clip,PWN-clip-v-5,PWN-clip-v-3,15,18,1,00292877-v,01367616-v
clip,PWN-clip-v-5,PWN-clip-v-1,15,3,0.583333333333333,00292877-v,01456463-v
clip,PWN-clip-v-5,PWN-clip-v-2,15,18,1,00292877-v,01901447-v
clip,PWN-clip-v-5,PWN-clip-n-1,15,18,1,00292877-v,02973017-n
clip,PWN-clip-v-5,PWN-clip-n-3,15,18,1,00292877-v,03043958-n
clip,PWN-clip-v-5,PWN-clip-n-4,15,18,1,00292877-v,03044166-n
clip,PWN-clip-v-5,PWN-clip-n-2,15,7,0.694444444444444,00292877-v,07309599-n
clip,PWN-clip-n-5,PWN-clip-v-4,1,1,0.0611111111111111,00359614-n,01321002-v
clip,PWN-clip-n-5,PWN-clip-v-3,15,18,1,00359614-n,01367616-v
clip,PWN-clip-n-5,PWN-clip-v-1,1,1,0.0611111111111111,00359614-n,01456463-v
clip,PWN-clip-n-5,PWN-clip-v-2,4,18,0.633333333333333,00359614-n,01901447-v
clip,PWN-clip-n-5,PWN-clip-n-1,15,18,1,00359614-n,02973017-n
clip,PWN-clip-n-5,PWN-clip-n-3,15,18,1,00359614-n,03043958-n
clip,PWN-clip-n-5,PWN-clip-n-4,15,18,1,00359614-n,03044166-n
clip,PWN-clip-n-5,PWN-clip-n-2,2,3,0.15,00359614-n,07309599-n
clip,PWN-clip-v-4,PWN-clip-v-3,15,18,1,01321002-v,01367616-v
clip,PWN-clip-v-4,PWN-clip-v-1,0,0,0,01321002-v,01456463-v
clip,PWN-clip-v-4,PWN-clip-v-2,3,18,0.6,01321002-v,01901447-v
clip,PWN-clip-v-4,PWN-clip-n-1,15,18,1,01321002-v,02973017-n
clip,PWN-clip-v-4,PWN-clip-n-3,15,18,1,01321002-v,03043958-n
clip,PWN-clip-v-4,PWN-clip-n-4,15,18,1,01321002-v,03044166-n
clip,PWN-clip-v-4,PWN-clip-n-2,3,4,0.211111111111111,01321002-v,07309599-n
clip,PWN-clip-v-3,PWN-clip-v-1,15,18,1,01367616-v,01456463-v
clip,PWN-clip-v-3,PWN-clip-v-2,15,18,1,01367616-v,01901447-v
clip,PWN-clip-v-3,PWN-clip-n-1,2,2,0.122222222222222,01367616-v,02973017-n
clip,PWN-clip-v-3,PWN-clip-n-3,1,1,0.0611111111111111,01367616-v,03043958-n
clip,PWN-clip-v-3,PWN-clip-n-4,2,3,0.15,01367616-v,03044166-n
clip,PWN-clip-v-3,PWN-clip-n-2,15,18,1,01367616-v,07309599-n
clip,PWN-clip-v-1,PWN-clip-v-2,3,18,0.6,01456463-v,01901447-v
clip,PWN-clip-v-1,PWN-clip-n-1,15,18,1,01456463-v,02973017-n
clip,PWN-clip-v-1,PWN-clip-n-3,15,18,1,01456463-v,03043958-n
clip,PWN-clip-v-1,PWN-clip-n-4,15,18,1,01456463-v,03044166-n
clip,PWN-clip-v-1,PWN-clip-n-2,3,4,0.211111111111111,01456463-v,07309599-n
clip,PWN-clip-v-2,PWN-clip-n-1,15,18,1,01901447-v,02973017-n
clip,PWN-clip-v-2,PWN-clip-n-3,15,18,1,01901447-v,03043958-n
clip,PWN-clip-v-2,PWN-clip-n-4,15,18,1,01901447-v,03044166-n
clip,PWN-clip-v-2,PWN-clip-n-2,6,18,0.7,01901447-v,07309599-n
clip,PWN-clip-n-1,PWN-clip-n-3,1,1,0.0611111111111111,02973017-n,03043958-n
clip,PWN-clip-n-1,PWN-clip-n-4,2,1,0.0944444444444444,02973017-n,03044166-n
clip,PWN-clip-n-1,PWN-clip-n-2,15,18,1,02973017-n,07309599-n
clip,PWN-clip-n-3,PWN-clip-n-4,1,2,0.0888888888888889,03043958-n,03044166-n
clip,PWN-clip-n-3,PWN-clip-n-2,15,18,1,03043958-n,07309599-n
clip,PWN-clip-n-4,PWN-clip-n-2,15,18,1,03044166-n,07309599-n
date,PWN-date-v-3,PWN-date-v-5,1,1,0.0611111111111111,00619183-v,00734927-v
date,PWN-date-v-3,PWN-date-v-2,1,1,0.0611111111111111,00619183-v,00735389-v
date,PWN-date-v-3,PWN-date-v-1,2,3,0.15,00619183-v,02485844-v
date,PWN-date-v-3,PWN-date-v-4,2,3,0.15,00619183-v,02486232-v
date,PWN-date-v-3,PWN-date-n-7,15,18,1,00619183-v,07765073-n
date,PWN-date-v-3,PWN-date-n-3,2,4,0.177777777777778,00619183-v,08385009-n
date,PWN-date-v-3,PWN-date-n-2,3,4,0.211111111111111,00619183-v,09992538-n
date,PWN-date-v-3,PWN-date-n-4,3,4,0.211111111111111,00619183-v,15120223-n
date,PWN-date-v-3,PWN-date-n-1,1,1,0.0611111111111111,00619183-v,15159583-n
date,PWN-date-v-3,PWN-date-n-1,1,1,0.0611111111111111,00619183-v,15159583-n
date,PWN-date-v-3,PWN-date-n-6,1,1,0.0611111111111111,00619183-v,15159819-n
date,PWN-date-v-3,PWN-date-n-5,1,1,0.0611111111111111,00619183-v,15160579-n
date,PWN-date-v-5,PWN-date-v-2,0,0,0,00734927-v,00735389-v
date,PWN-date-v-5,PWN-date-v-1,3,2,0.155555555555556,00734927-v,02485844-v
date,PWN-date-v-5,PWN-date-v-4,3,3,0.183333333333333,00734927-v,02486232-v
date,PWN-date-v-5,PWN-date-n-7,15,18,1,00734927-v,07765073-n
date,PWN-date-v-5,PWN-date-n-3,2,3,0.15,00734927-v,08385009-n
date,PWN-date-v-5,PWN-date-n-2,3,3,0.183333333333333,00734927-v,09992538-n
date,PWN-date-v-5,PWN-date-n-4,3,4,0.211111111111111,00734927-v,15120223-n
date,PWN-date-v-5,PWN-date-n-1,1,1,0.0611111111111111,00734927-v,15159583-n
date,PWN-date-v-5,PWN-date-n-1,1,1,0.0611111111111111,00734927-v,15159583-n
date,PWN-date-v-5,PWN-date-n-6,1,1,0.0611111111111111,00734927-v,15159819-n
date,PWN-date-v-5,PWN-date-n-5,1,1,0.0611111111111111,00734927-v,15160579-n
date,PWN-date-v-2,PWN-date-v-1,3,2,0.155555555555556,00735389-v,02485844-v
date,PWN-date-v-2,PWN-date-v-4,3,3,0.183333333333333,00735389-v,02486232-v
date,PWN-date-v-2,PWN-date-n-7,15,18,1,00735389-v,07765073-n
date,PWN-date-v-2,PWN-date-n-3,2,3,0.15,00735389-v,08385009-n
date,PWN-date-v-2,PWN-date-n-2,3,3,0.183333333333333,00735389-v,09992538-n
date,PWN-date-v-2,PWN-date-n-4,3,4,0.211111111111111,00735389-v,15120223-n
date,PWN-date-v-2,PWN-date-n-1,1,1,0.0611111111111111,00735389-v,15159583-n
date,PWN-date-v-2,PWN-date-n-1,1,1,0.0611111111111111,00735389-v,15159583-n
date,PWN-date-v-2,PWN-date-n-6,1,1,0.0611111111111111,00735389-v,15159819-n
date,PWN-date-v-2,PWN-date-n-5,1,1,0.0611111111111111,00735389-v,15160579-n
date,PWN-date-v-1,PWN-date-v-4,0,1,0.0277777777777778,02485844-v,02486232-v
date,PWN-date-v-1,PWN-date-n-7,15,18,1,02485844-v,07765073-n
date,PWN-date-v-1,PWN-date-n-3,1,1,0.0611111111111111,02485844-v,08385009-n
date,PWN-date-v-1,PWN-date-n-2,1,1,0.0611111111111111,02485844-v,09992538-n
date,PWN-date-v-1,PWN-date-n-4,4,6,0.3,02485844-v,15120223-n
date,PWN-date-v-1,PWN-date-n-1,2,3,0.15,02485844-v,15159583-n
date,PWN-date-v-1,PWN-date-n-1,2,3,0.15,02485844-v,15159583-n
date,PWN-date-v-1,PWN-date-n-6,2,3,0.15,02485844-v,15159819-n
date,PWN-date-v-1,PWN-date-n-5,2,3,0.15,02485844-v,15160579-n
date,PWN-date-v-4,PWN-date-n-7,15,18,1,02486232-v,07765073-n
date,PWN-date-v-4,PWN-date-n-3,1,1,0.0611111111111111,02486232-v,08385009-n
date,PWN-date-v-4,PWN-date-n-2,1,1,0.0611111111111111,02486232-v,09992538-n
date,PWN-date-v-4,PWN-date-n-4,4,7,0.327777777777778,02486232-v,15120223-n
date,PWN-date-v-4,PWN-date-n-1,2,4,0.177777777777778,02486232-v,15159583-n
date,PWN-date-v-4,PWN-date-n-1,2,4,0.177777777777778,02486232-v,15159583-n
date,PWN-date-v-4,PWN-date-n-6,2,4,0.177777777777778,02486232-v,15159819-n
date,PWN-date-v-4,PWN-date-n-5,2,4,0.177777777777778,02486232-v,15160579-n
date,PWN-date-n-7,PWN-date-n-3,15,18,1,07765073-n,08385009-n
date,PWN-date-n-7,PWN-date-n-2,15,18,1,07765073-n,09992538-n
date,PWN-date-n-7,PWN-date-n-4,15,18,1,07765073-n,15120223-n
date,PWN-date-n-7,PWN-date-n-1,15,18,1,07765073-n,15159583-n
date,PWN-date-n-7,PWN-date-n-1,15,18,1,07765073-n,15159583-n
date,PWN-date-n-7,PWN-date-n-6,15,18,1,07765073-n,15159819-n
date,PWN-date-n-7,PWN-date-n-5,15,18,1,07765073-n,15160579-n
date,PWN-date-n-3,PWN-date-n-2,1,2,0.0888888888888889,08385009-n,09992538-n
date,PWN-date-n-3,PWN-date-n-4,3,6,0.266666666666667,08385009-n,15120223-n
date,PWN-date-n-3,PWN-date-n-1,1,4,0.144444444444444,08385009-n,15159583-n
date,PWN-date-n-3,PWN-date-n-1,1,4,0.144444444444444,08385009-n,15159583-n
date,PWN-date-n-3,PWN-date-n-6,1,4,0.144444444444444,08385009-n,15159819-n
date,PWN-date-n-3,PWN-date-n-5,1,4,0.144444444444444,08385009-n,15160579-n
date,PWN-date-n-2,PWN-date-n-4,4,6,0.3,09992538-n,15120223-n
date,PWN-date-n-2,PWN-date-n-1,2,4,0.177777777777778,09992538-n,15159583-n
date,PWN-date-n-2,PWN-date-n-1,2,4,0.177777777777778,09992538-n,15159583-n
date,PWN-date-n-2,PWN-date-n-6,2,4,0.177777777777778,09992538-n,15159819-n
date,PWN-date-n-2,PWN-date-n-5,2,4,0.177777777777778,09992538-n,15160579-n
date,PWN-date-n-4,PWN-date-n-1,2,3,0.15,15120223-n,15159583-n
date,PWN-date-n-4,PWN-date-n-1,2,3,0.15,15120223-n,15159583-n
date,PWN-date-n-4,PWN-date-n-6,2,3,0.15,15120223-n,15159819-n
date,PWN-date-n-4,PWN-date-n-5,2,3,0.15,15120223-n,15160579-n
date,PWN-date-n-1,PWN-date-n-1,0,0,0,15159583-n,15159583-n
date,PWN-date-n-1,PWN-date-n-6,0,0,0,15159583-n,15159819-n
date,PWN-date-n-1,PWN-date-n-5,0,0,0,15159583-n,15160579-n
date,PWN-date-n-1,PWN-date-n-6,0,0,0,15159583-n,15159819-n
date,PWN-date-n-1,PWN-date-n-5,0,0,0,15159583-n,15160579-n
date,PWN-date-n-6,PWN-date-n-5,0,0,0,15159819-n,15160579-n
duck,PWN-duck-v-4,PWN-duck-n-1,15,18,1,00809654-v,01846331-n
duck,PWN-duck-v-4,PWN-duck-v-1,1,1,0.0611111111111111,00809654-v,01865203-v
duck,PWN-duck-v-4,PWN-duck-v-2,2,2,0.122222222222222,00809654-v,01967792-v
duck,PWN-duck-v-4,PWN-duck-v-3,2,3,0.15,00809654-v,01976220-v
duck,PWN-duck-v-4,PWN-duck-n-4,15,18,1,00809654-v,03253071-n
duck,PWN-duck-v-4,PWN-duck-n-3,15,18,1,00809654-v,07646578-n
duck,PWN-duck-v-4,PWN-duck-n-2,15,18,1,00809654-v,13595844-n
duck,PWN-duck-n-1,PWN-duck-v-1,15,18,1,01846331-n,01865203-v
duck,PWN-duck-n-1,PWN-duck-v-2,15,18,1,01846331-n,01967792-v
duck,PWN-duck-n-1,PWN-duck-v-3,15,18,1,01846331-n,01976220-v
duck,PWN-duck-n-1,PWN-duck-n-4,15,18,1,01846331-n,03253071-n
duck,PWN-duck-n-1,PWN-duck-n-3,1,2,0.0888888888888889,01846331-n,07646578-n
duck,PWN-duck-n-1,PWN-duck-n-2,6,6,0.366666666666667,01846331-n,13595844-n
duck,PWN-duck-v-1,PWN-duck-v-2,1,3,0.116666666666667,01865203-v,01967792-v
duck,PWN-duck-v-1,PWN-duck-v-3,1,4,0.144444444444444,01865203-v,01976220-v
duck,PWN-duck-v-1,PWN-duck-n-4,15,18,1,01865203-v,03253071-n
duck,PWN-duck-v-1,PWN-duck-n-3,15,18,1,01865203-v,07646578-n
duck,PWN-duck-v-1,PWN-duck-n-2,15,18,1,01865203-v,13595844-n
duck,PWN-duck-v-2,PWN-duck-v-3,0,2,0.0555555555555555,01967792-v,01976220-v
duck,PWN-duck-v-2,PWN-duck-n-4,15,18,1,01967792-v,03253071-n
duck,PWN-duck-v-2,PWN-duck-n-3,15,18,1,01967792-v,07646578-n
duck,PWN-duck-v-2,PWN-duck-n-2,15,18,1,01967792-v,13595844-n
duck,PWN-duck-v-3,PWN-duck-n-4,15,18,1,01976220-v,03253071-n
duck,PWN-duck-v-3,PWN-duck-n-3,15,18,1,01976220-v,07646578-n
duck,PWN-duck-v-3,PWN-duck-n-2,15,18,1,01976220-v,13595844-n
duck,PWN-duck-n-4,PWN-duck-n-3,15,18,1,03253071-n,07646578-n
duck,PWN-duck-n-4,PWN-duck-n-2,15,18,1,03253071-n,13595844-n
duck,PWN-duck-n-3,PWN-duck-n-2,7,8,0.455555555555556,07646578-n,13595844-n
file,PWN-file-v-4,PWN-file-v-5,1,2,0.0888888888888889,00869931-v,01001643-v
file,PWN-file-v-4,PWN-file-v-1,0,1,0.0277777777777778,00869931-v,01001857-v
file,PWN-file-v-4,PWN-file-v-2,15,18,1,00869931-v,01387022-v
file,PWN-file-v-4,PWN-file-v-3,15,18,1,00869931-v,01920048-v
file,PWN-file-v-4,PWN-file-n-4,15,18,1,00869931-v,03336839-n
file,PWN-file-v-4,PWN-file-n-3,1,4,0.144444444444444,00869931-v,03337140-n
file,PWN-file-v-4,PWN-file-n-1,1,2,0.0888888888888889,00869931-v,06508816-n
file,PWN-file-v-4,PWN-file-n-2,15,18,1,00869931-v,08428756-n
file,PWN-file-v-5,PWN-file-v-1,1,1,0.0611111111111111,01001643-v,01001857-v
file,PWN-file-v-5,PWN-file-v-2,15,18,1,01001643-v,01387022-v
file,PWN-file-v-5,PWN-file-v-3,15,18,1,01001643-v,01920048-v
file,PWN-file-v-5,PWN-file-n-4,15,18,1,01001643-v,03336839-n
file,PWN-file-v-5,PWN-file-n-3,1,3,0.116666666666667,01001643-v,03337140-n
file,PWN-file-v-5,PWN-file-n-1,1,1,0.0611111111111111,01001643-v,06508816-n
file,PWN-file-v-5,PWN-file-n-2,15,18,1,01001643-v,08428756-n
file,PWN-file-v-1,PWN-file-v-2,15,18,1,01001857-v,01387022-v
file,PWN-file-v-1,PWN-file-v-3,15,18,1,01001857-v,01920048-v
file,PWN-file-v-1,PWN-file-n-4,15,18,1,01001857-v,03336839-n
file,PWN-file-v-1,PWN-file-n-3,1,3,0.116666666666667,01001857-v,03337140-n
file,PWN-file-v-1,PWN-file-n-1,1,1,0.0611111111111111,01001857-v,06508816-n
file,PWN-file-v-1,PWN-file-n-2,15,18,1,01001857-v,08428756-n
file,PWN-file-v-2,PWN-file-v-3,15,18,1,01387022-v,01920048-v
file,PWN-file-v-2,PWN-file-n-4,4,4,0.244444444444444,01387022-v,03336839-n
file,PWN-file-v-2,PWN-file-n-3,15,18,1,01387022-v,03337140-n
file,PWN-file-v-2,PWN-file-n-1,15,18,1,01387022-v,06508816-n
file,PWN-file-v-2,PWN-file-n-2,15,18,1,01387022-v,08428756-n
file,PWN-file-v-3,PWN-file-n-4,15,18,1,01920048-v,03336839-n
file,PWN-file-v-3,PWN-file-n-3,15,18,1,01920048-v,03337140-n
file,PWN-file-v-3,PWN-file-n-1,15,18,1,01920048-v,06508816-n
file,PWN-file-v-3,PWN-file-n-2,1,1,0.0611111111111111,01920048-v,08428756-n
file,PWN-file-n-4,PWN-file-n-3,15,18,1,03336839-n,03337140-n
file,PWN-file-n-4,PWN-file-n-1,15,18,1,03336839-n,06508816-n
file,PWN-file-n-4,PWN-file-n-2,15,18,1,03336839-n,08428756-n
file,PWN-file-n-3,PWN-file-n-1,0,2,0.0555555555555555,03337140-n,06508816-n
file,PWN-file-n-3,PWN-file-n-2,15,18,1,03337140-n,08428756-n
file,PWN-file-n-1,PWN-file-n-2,15,18,1,06508816-n,08428756-n
fly,PWN-fly-n-4,PWN-fly-v-14,11,10,0.644444444444444,00128638-n,00153061-v
fly,PWN-fly-n-4,PWN-fly-v-7,10,11,0.638888888888889,00128638-n,00545292-v
fly,PWN-fly-n-4,PWN-fly-v-13,1,1,0.0611111111111111,00128638-n,01402765-v
fly,PWN-fly-n-4,PWN-fly-v-4,4,10,0.411111111111111,00128638-n,01451842-v
fly,PWN-fly-n-4,PWN-fly-v-6,3,11,0.405555555555556,00128638-n,01839404-v
fly,PWN-fly-n-4,PWN-fly-v-9,3,10,0.377777777777778,00128638-n,01840238-v
fly,PWN-fly-n-4,PWN-fly-v-2,4,11,0.438888888888889,00128638-n,01842068-v
fly,PWN-fly-n-4,PWN-fly-v-12,3,9,0.35,00128638-n,01847845-v
fly,PWN-fly-n-4,PWN-fly-v-5,4,9,0.383333333333333,00128638-n,01848058-v
fly,PWN-fly-n-4,PWN-fly-v-1,3,9,0.35,00128638-n,01940403-v
